listing_id,sentiment
10003263,0.405025462962963
1000432235531291341,0.3369335016835016
1000447810456915898,0.37667708333333333
1000466852301593784,0.4329861111111111
1000514588274707195,0.36416666666666664
1000537636602435450,0.36099566215375034
1000654132308557532,0.4478566854772212
1000720,0.3198106060606061
10009651,0.40526967268687236
10009907,0.226060606060606
1001147737090334838,0.4493604293039361
1001430714695733753,0.3916666666666667
1001941291239599590,0.3905357142857143
1001959,0.29210435696679715
1002025683990219120,0.3329034391534391
1002037412348791505,0.46630101010101005
1002233,0.38667464770508364
1002372,0.3924010030465761
10027256,0.3718646184677891
1002733952695418751,0.4600694444444445
1002868318993584403,0.47791666666666666
10031534,0.34556965734181644
1003448926246439953,0.376259855043946
1003506908957259044,0.3821428571428571
1003548197336144565,0.46342108427634743
10038461,0.4593649159957065
1004050393795425378,0.37601827267061644
1004058415589727154,0.790625
1004146247897936672,0.4085012125220458
1004286096159527238,0.4762765692432648
1004286459862246983,0.48703258778258773
1004402316553846311,0.2691666666666666
1004407227704176691,0.75
1004411296745919648,0.2492460317460318
1004414469740664063,0.29824945887445886
1004800899454452066,0.5482142857142857
1004909841644114231,0.4334391269133916
1004958488692134837,0.4484860657225853
1005002423506741660,0.35374999999999995
1005009416313694865,0.48306271043771043
1005500262922335944,0.1880482456140351
1005555945720748294,0.2854166666666666
1005643932109804771,0.4135540631073719
1005683980912903181,0.2651819534632034
1005874769986742554,0.48890625000000004
1005929017686590019,0.45929166666666665
1006222935244656524,0.40331021524771526
1006243199600435652,0.383769862698853
10062514,0.4920138888888889
1006255207945599629,0.4192821804647785
1006260665060682681,0.6131111111111112
1006355892194242122,0.4166666666666667
1006383376094201973,0.2680910293410293
1006485882552852234,0.44291879229612074
1007011658157791940,-0.0148148148148148
1007364225749719686,0.5801058201058201
1007661326537426181,0.46277777777777773
1007727085318709398,0.4629200441265659
1007747411254035594,0.3440988005050505
10078923,0.49699245600255954
1007939,0.40282121221461376
10081738,0.4494911730989317
10082639,0.4197521647924247
1008462557086327409,0.3383333333333334
1008503447601340725,0.3768294051627385
1008554383433120644,0.4156746031746032
1008580908751562775,0.20072068473854188
1008618945710214505,0.26877480158730155
1008663600486781694,0.32184986772486773
1008698241541790424,0.39071396361574934
1008701265559805854,0.4103369708994709
1008717,0.44424378591465286
1008926355628496377,0.2588839285714286
1008968694997047047,0.3845454545454546
1009125342874350437,0.2742559523809524
1009164751525967777,0.31172184763162203
1009281160087522115,0.42635030864197526
1009309098034235827,0.45149572649572645
1009315969065710816,0.4070604699881015
1009514173368928086,0.4136193970959596
1009859239679684361,0.4976426346801347
1009978313613770061,0.4336868686868686
1010080785759946851,0.400297619047619
1010102359694024691,0.5534722222222223
1010161075078857966,0.4204545454545454
10101630,0.35972892038517035
1010181955358066084,0.33575547138047135
10101846,0.4599303633006975
1010777930286882008,0.40875
1010828179627374481,0.4974615283691176
1010845560977204288,0.4666679973765441
1010864759459719909,0.3883487007337283
10109984,0.4164483650012844
1011083,0.41526627279548983
10111416,0.46635425813775094
10113300,0.42788712839398246
10114547,0.4496505030069469
1011459798737843835,0.3270833333333333
1011609441349908662,0.3954166666666666
1011688349919294749,0.75
1012025263712768911,0.4558333333333333
1012027667177913215,0.38009536297036295
1012225446607243087,0.3952655971363882
1012280837369615457,0.5
10127537,0.372160991270617
1012846327462121331,0.2416666666666666
1012873303107825731,0.2347023809523809
1013118198795722486,0.20933531746031747
10132170,0.4279303024534652
1013268024586260166,0.2253797186609687
1013543404674702196,0.5075501528246626
1013615564487197599,0.3654837597917955
10136354,0.4854268973214286
1013880672566370177,0.287962962962963
1014241797783731116,0.42408810289688265
1014261373047934512,0.5507355442176871
1014363850645808377,0.1958225108225108
1014379753582768280,0.2306267806267806
1014449576044062524,0.38125
1014521545339296653,0.1566666666666666
10146759,0.4633173594370916
1014886143637428188,0.347913739038739
1015034200385707659,0.404875
10150711,0.306547619047619
1015129481985863807,0.3989166666666666
1015160382250112607,0.4433333333333333
1015170296505587117,0.26551907968574634
1015185681921335195,0.45022843915343913
1015683414768230026,0.23284614845031512
